"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jan 02 16:10:43 GMT 2024","Tue Jan 02 16:11:13 GMT 2024","30223","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.loan.RequestLoanTest","com.qa.parabank.tests.loan.RequestLoanTest","verifyLoanStatusWillBeDenied","Verify the Loan status will be Denied when the amount less than the down payment",""
"broken","Tue Jan 02 16:10:07 GMT 2024","Tue Jan 02 16:10:38 GMT 2024","30515","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.transferfunds.TransferFundsTest","com.qa.parabank.tests.transferfunds.TransferFundsTest","verifyTransferAmountMoreThanTheBalanceInAccount","Verify a blocking message will be displayed when transfer amount more than the balance in account",""
"broken","Tue Jan 02 16:10:38 GMT 2024","Tue Jan 02 16:11:09 GMT 2024","30208","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.transferfunds.TransferFundsTest","com.qa.parabank.tests.transferfunds.TransferFundsTest","verifyTransferFromToSameAccount","Verify a blocking message will be displayed when Transfer From - To Same Account",""
"failed","Tue Jan 02 16:10:11 GMT 2024","Tue Jan 02 16:10:12 GMT 2024","1306","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.login.LoginTest","com.qa.parabank.tests.login.LoginTest","verifyTotalBalance","Verify the total balance after creating multiple accounts",""
"passed","Tue Jan 02 16:10:07 GMT 2024","Tue Jan 02 16:10:08 GMT 2024","454","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.login.LoginTest","com.qa.parabank.tests.login.LoginTest","verifyErrorMessageForUnsuccessfulLogin","Verify a blocking message will be displayed when providing wrong credentials.",""
"passed","Tue Jan 02 16:10:09 GMT 2024","Tue Jan 02 16:10:10 GMT 2024","1366","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.login.LoginTest","com.qa.parabank.tests.login.LoginTest","verifySuccessfulLogin","Verify The system will open the main page after successful login.",""
"failed","Tue Jan 02 16:11:09 GMT 2024","Tue Jan 02 16:11:10 GMT 2024","1151","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.bill.BillPayTest","com.qa.parabank.tests.bill.BillPayTest","verifySuccessfulBillPay","Verify Bill payment will be successful and user wil have zero balance",""
"broken","Tue Jan 02 16:10:12 GMT 2024","Tue Jan 02 16:10:43 GMT 2024","30223","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.loan.RequestLoanTest","com.qa.parabank.tests.loan.RequestLoanTest","verifyLoanStatusWillBeApproved","Verify the Loan status will be Approved when the amount more than the down payment",""
"failed","Tue Jan 02 16:11:11 GMT 2024","Tue Jan 02 16:11:12 GMT 2024","1169","Open Cart Test Regression PW Suite","para bank smoke test","com.qa.parabank.tests.bill.BillPayTest","com.qa.parabank.tests.bill.BillPayTest","verifyUnSuccessfulBillPay","Verify Bill Payment will be unsuccessful with a blocking message",""
